[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}
[NX Daemon Server] - 2024-10-08T03:12:35.838Z - Time taken for 'build-project-configs' 4219.9876670000085ms
[NX Daemon Server] - 2024-10-08T03:12:35.871Z - Time taken for '@nx/storybook/plugin:createDependencies' 37.85104199999478ms
[NX Daemon Server] - 2024-10-08T03:12:35.896Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-10-08T03:12:35.896Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-10-08T03:12:35.896Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-10-08T03:12:35.896Z - Time taken for 'total execution time for createProjectGraph()' 56.23912499999278ms
[NX Daemon Server] - 2024-10-08T03:12:35.943Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:35.943Z - Time taken for 'total for creating and serializing project graph' 4337.010416000005ms
[NX Daemon Server] - 2024-10-08T03:12:35.981Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:35.981Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 4337. Response time: 38.
[NX Daemon Server] - 2024-10-08T03:12:35.986Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:35.987Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:35.987Z - Time taken for 'total for creating and serializing project graph' 0.5679999999993015ms
[NX Daemon Server] - 2024-10-08T03:12:35.993Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:35.993Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 6.
[NX Daemon Server] - 2024-10-08T03:12:35.998Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:35.999Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:35.999Z - Time taken for 'total for creating and serializing project graph' 0.2323749999923166ms
[NX Daemon Server] - 2024-10-08T03:12:36.016Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.016Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 17.
[NX Daemon Server] - 2024-10-08T03:12:36.022Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:36.022Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.022Z - Time taken for 'total for creating and serializing project graph' 0.2242499999993015ms
[NX Daemon Server] - 2024-10-08T03:12:36.029Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.029Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 7.
[NX Daemon Server] - 2024-10-08T03:12:36.036Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:36.037Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.039Z - Time taken for 'total for creating and serializing project graph' 0.5749160000123084ms
[NX Daemon Server] - 2024-10-08T03:12:36.043Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.043Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 6.
[NX Daemon Server] - 2024-10-08T03:12:36.048Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:36.048Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.048Z - Time taken for 'total for creating and serializing project graph' 0.19837500000721775ms
[NX Daemon Server] - 2024-10-08T03:12:36.102Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.102Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 54.
[NX Daemon Server] - 2024-10-08T03:12:36.112Z - [REQUEST]: Responding to the client. handleContextFileData
[NX Daemon Server] - 2024-10-08T03:12:36.112Z - Done responding to the client handleContextFileData
[NX Daemon Server] - 2024-10-08T03:12:36.112Z - Handled GET_CONTEXT_FILE_DATA. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:36.114Z - [REQUEST]: Responding to the client. handleContextFileData
Error: write EPIPE
    at afterWriteDispatched (node:internal/stream_base_commons:160:15)
    at writeGeneric (node:internal/stream_base_commons:151:3)
    at Socket._writeGeneric (node:net:952:11)
    at Socket._write (node:net:964:8)
    at writeOrBuffer (node:internal/streams/writable:564:12)
    at _write (node:internal/streams/writable:493:10)
    at Writable.write (node:internal/streams/writable:502:10)
    at /Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:71:16
    at new Promise (<anonymous>)
    at respondToClient (/Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:67:12) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:12:36.115Z - Done responding to the client handleContextFileData
[NX Daemon Server] - 2024-10-08T03:12:36.115Z - Socket error
Error: write EPIPE
    at afterWriteDispatched (node:internal/stream_base_commons:160:15)
    at writeGeneric (node:internal/stream_base_commons:151:3)
    at Socket._writeGeneric (node:net:952:11)
    at Socket._write (node:net:964:8)
    at writeOrBuffer (node:internal/streams/writable:564:12)
    at _write (node:internal/streams/writable:493:10)
    at Writable.write (node:internal/streams/writable:502:10)
    at /Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:71:16
    at new Promise (<anonymous>)
    at respondToClient (/Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:67:12) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:12:36.115Z - Handled GET_CONTEXT_FILE_DATA. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:36.115Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:12:36.207Z - Closed a connection. Number of open connections: 12
[NX Daemon Server] - 2024-10-08T03:12:36.218Z - Established a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:12:36.218Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:12:36.218Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:12:36.218Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:36.219Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.219Z - Time taken for 'total for creating and serializing project graph' 0.18224999998346902ms
[NX Daemon Server] - 2024-10-08T03:12:36.233Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.233Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 14.
[NX Daemon Server] - 2024-10-08T03:12:36.240Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:36.240Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.241Z - Time taken for 'total for creating and serializing project graph' 0.24187500000698492ms
[NX Daemon Server] - 2024-10-08T03:12:36.252Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:36.252Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 12.
[NX Daemon Server] - 2024-10-08T03:12:36.255Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:12:43.260Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:43.261Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 13103.
[NX Daemon Server] - 2024-10-08T03:12:43.351Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:43.351Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:43.352Z - Time taken for 'total for creating and serializing project graph' 0.4482910000078846ms
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - [WATCHER]: components.json was modified
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - [REQUEST]: Responding to the client. File watch changed
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - Done responding to the client File watch changed
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - Handled FILE-WATCH-CHANGED. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-10-08T03:12:56.881Z - Time taken for 'changed-projects' 0.07241600000998005ms
[NX Daemon Server] - 2024-10-08T03:12:56.983Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:12:56.983Z - [REQUEST]: components.json
[NX Daemon Server] - 2024-10-08T03:12:56.983Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:12:57.028Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.028Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.028Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.035Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:12:57.036Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:12:57.036Z - Handled GLOB. Handling time: 2. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:57.037Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.038Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.038Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:57.040Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.040Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.040Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.043Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.043Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.043Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.043Z - Time taken for 'hash changed files from watcher' 0.10745899999164976ms
[NX Daemon Server] - 2024-10-08T03:12:57.045Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.045Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.045Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.048Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.048Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.048Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.059Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.059Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.059Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.062Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.062Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.062Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.063Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.063Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.063Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.073Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.073Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.073Z - Handled HASH_GLOB. Handling time: 7. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.085Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.085Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.085Z - Handled HASH_GLOB. Handling time: 5. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.093Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.093Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.093Z - Handled HASH_GLOB. Handling time: 7. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.097Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.097Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.097Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.107Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.107Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.107Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.116Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.116Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.116Z - Handled HASH_GLOB. Handling time: 6. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.902Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:57.903Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:12:57.903Z - [REQUEST]: components.json
[NX Daemon Server] - 2024-10-08T03:12:57.903Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:12:57.933Z - Time taken for 'hash changed files from watcher' 0.11154199999873526ms
[NX Daemon Server] - 2024-10-08T03:12:57.934Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:12:57.934Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:12:57.934Z - Handled GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.936Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.936Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.936Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.938Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.938Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.938Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.942Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.942Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.942Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.944Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.944Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.944Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.946Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.946Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.946Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.947Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.947Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.947Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:57.954Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.955Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.955Z - Handled HASH_GLOB. Handling time: 4. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:57.958Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:57.958Z - Done responding to the client handleHashGlob
